,index,age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
3121,6213,"[20, 40[",Non-Government,283122,High School,Married-civ-spouse,Other,Husband,*,Male,0,1902,60,North America,>50K
3122,6215,"[20, 40[",Non-Government,260254,High School,Never-married,Nontechnical,Own-child,*,Male,0,0,40,North America,<=50K
3123,6216,"[40, 60[",Non-Government,152292,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,50,North America,>50K
3124,6217,"[40, 60[",Non-Government,138594,High School,Married-civ-spouse,Nontechnical,Husband,*,Male,0,1977,45,North America,>50K
3125,6220,"[40, 60[",Non-Government,323706,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,1902,40,North America,>50K
3126,6221,"[20, 40[",Non-Government,316470,Undergraduate,Never-married,Other,Not-in-family,*,Male,0,0,40,North America,<=50K
3127,6223,"[20, 40[",Non-Government,72208,Undergraduate,Never-married,Other,Own-child,*,Male,0,0,40,North America,<=50K
3128,6225,"[20, 40[",Non-Government,383518,Undergraduate,Married-civ-spouse,Other,Wife,*,Female,99999,0,40,North America,>50K
3129,6227,"[40, 60[",Non-Government,347519,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,55,North America,>50K
3130,6229,"[20, 40[",Non-Government,190350,High School,Never-married,Other,Not-in-family,*,Female,0,0,40,North America,<=50K
3131,6230,"[20, 40[",Non-Government,204052,High School,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,40,North America,<=50K
3132,6231,"[60, 80[",Unknown,31362,Undergraduate,Married-civ-spouse,Other,Husband,*,Male,0,0,20,North America,<=50K
3133,6235,"[40, 60[",Non-Government,26994,Undergraduate,Divorced,Other,Not-in-family,*,Female,0,0,35,North America,<=50K
3134,6236,"[20, 40[",Non-Government,116539,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,1887,55,North America,>50K
3135,6238,"[20, 40[",Non-Government,101283,High School,Never-married,Nontechnical,Not-in-family,*,Female,0,0,35,North America,<=50K
3136,6240,"[20, 40[",Non-Government,188793,High School,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,35,North America,<=50K
3137,6244,"[0, 20[",Non-Government,84253,High School,Never-married,Other,Own-child,*,Female,0,0,24,North America,<=50K
3138,6246,"[20, 40[",Non-Government,216867,Undergraduate,Never-married,Technical,Own-child,*,Male,0,0,37,North America,<=50K
3139,6247,"[0, 20[",Non-Government,401051,High School,Never-married,Nontechnical,Own-child,*,Female,0,0,35,North America,<=50K
3140,6248,"[40, 60[",Non-Government,83196,High School,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,50,North America,<=50K
3141,6249,"[20, 40[",Non-Government,325596,Undergraduate,Never-married,Other,Own-child,*,Male,0,0,35,North America,<=50K
3142,6250,"[40, 60[",Non-Government,187322,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,>50K
3143,6251,"[20, 40[",Non-Government,193949,Undergraduate,Never-married,Nontechnical,Own-child,*,Female,0,0,60,North America,<=50K
3144,6252,"[20, 40[",Non-Government,133373,Undergraduate,Never-married,Nontechnical,Own-child,*,Male,0,0,42,North America,<=50K
3145,6254,"[20, 40[",Non-Government,178818,High School,Never-married,Other,Not-in-family,*,Female,0,0,40,North America,<=50K
3146,6256,"[40, 60[",Non-Government,335997,High School,Married-civ-spouse,Nontechnical,Husband,*,Male,4386,0,55,North America,>50K
3147,6257,"[40, 60[",Non-Government,436493,High School,Never-married,Other,Own-child,*,Male,0,0,25,North America,<=50K
3148,6258,"[20, 40[",Non-Government,704108,Undergraduate,Never-married,Technical,Not-in-family,*,Male,0,0,50,North America,<=50K
3149,6261,"[40, 60[",Non-Government,187336,High School,Separated,Other,Unmarried,*,Female,0,0,40,North America,<=50K
3150,6262,"[20, 40[",Non-Government,204209,Undergraduate,Never-married,Nontechnical,Own-child,*,Male,0,0,10,North America,<=50K
3151,6264,"[20, 40[",Non-Government,63509,High School,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,>50K
3152,6266,"[20, 40[",Non-Government,56026,High School,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,<=50K
3153,6268,"[20, 40[",Non-Government,228255,Undergraduate,Never-married,Other,Own-child,*,Male,0,0,30,North America,<=50K
3154,6270,"[40, 60[",Non-Government,234327,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,<=50K
3155,6272,"[20, 40[",Non-Government,137814,Undergraduate,Divorced,Nontechnical,Own-child,*,Female,0,0,30,North America,<=50K
3156,6273,"[20, 40[",Non-Government,167692,Undergraduate,Never-married,Other,Own-child,*,Female,0,0,20,North America,<=50K
3157,6274,"[20, 40[",Non-Government,245090,High School,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,<=50K
3158,6275,"[40, 60[",Non-Government,256963,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,60,North America,<=50K
3159,6278,"[40, 60[",Government,305053,High School,Married-civ-spouse,Technical,Husband,*,Male,0,2051,40,North America,<=50K
3160,6282,"[20, 40[",Non-Government,65027,Undergraduate,Married-civ-spouse,Other,Husband,*,Male,0,0,43,North America,<=50K
3161,6283,"[0, 20[",Non-Government,215190,High School,Never-married,Nontechnical,Own-child,*,Female,0,0,20,North America,<=50K
3162,6285,"[0, 20[",Unknown,169324,Undergraduate,Never-married,Other,Own-child,*,Male,0,0,10,North America,<=50K
3163,6287,"[20, 40[",Non-Government,557082,High School,Never-married,Other,Not-in-family,*,Female,0,0,38,North America,<=50K
3164,6288,"[20, 40[",Non-Government,273287,Undergraduate,Never-married,Nontechnical,Not-in-family,*,Male,0,0,40,North America,<=50K
3165,6290,"[20, 40[",Non-Government,317153,High School,Never-married,Nontechnical,Not-in-family,*,Female,0,0,40,North America,<=50K
3166,6291,"[40, 60[",Non-Government,95469,High School,Married-civ-spouse,Other,Husband,*,Male,7298,0,45,North America,>50K
3167,6292,"[0, 20[",Non-Government,302859,High School,Never-married,Nontechnical,Own-child,*,Male,0,0,20,North America,<=50K
3168,6293,"[20, 40[",Non-Government,333651,High School,Never-married,Other,Not-in-family,*,Male,0,0,42,North America,<=50K
3169,6294,"[20, 40[",Non-Government,177596,Undergraduate,Never-married,Other,Unmarried,*,Female,0,0,36,North America,<=50K
3170,6299,"[40, 60[",Non-Government,102180,Graduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,>50K
3171,6301,"[20, 40[",Non-Government,229741,High School,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,<=50K
3172,6302,"[20, 40[",Non-Government,324546,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,39,North America,<=50K
3173,6303,"[40, 60[",Non-Government,337195,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,1902,50,North America,>50K
3174,6305,"[20, 40[",Non-Government,250647,Undergraduate,Never-married,Other,Own-child,*,Male,0,0,12,North America,<=50K
3175,6306,"[20, 40[",Non-Government,477106,High School,Married-civ-spouse,Other,Husband,*,Male,0,0,40,North America,<=50K
3176,6308,"[20, 40[",Non-Government,224566,Undergraduate,Never-married,Nontechnical,Not-in-family,*,Male,0,0,60,North America,<=50K
3177,6309,"[20, 40[",Non-Government,169841,Undergraduate,Divorced,Nontechnical,Not-in-family,*,Female,0,0,55,North America,<=50K
3178,6311,"[20, 40[",Non-Government,31368,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,<=50K
3179,6312,"[0, 20[",Non-Government,132755,High School,Never-married,Nontechnical,Own-child,*,Male,0,0,15,North America,<=50K
3180,6313,"[40, 60[",Non-Government,279129,Undergraduate,Divorced,Nontechnical,Not-in-family,*,Male,0,0,55,North America,>50K
3181,6317,"[40, 60[",Non-Government,146653,Undergraduate,Divorced,Other,Unmarried,*,Female,0,0,20,North America,<=50K
3182,6322,"[40, 60[",Non-Government,64112,Undergraduate,Married-civ-spouse,Other,Husband,*,Male,0,0,50,North America,<=50K
3183,6323,"[20, 40[",Non-Government,55718,Undergraduate,Never-married,Technical,Own-child,*,Male,0,0,25,North America,<=50K
3184,6324,"[20, 40[",Non-Government,126675,Graduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,50,North America,>50K
3185,6327,"[20, 40[",Non-Government,211527,Undergraduate,Never-married,Other,Not-in-family,*,Male,0,0,30,North America,<=50K
3186,6329,"[20, 40[",Non-Government,25249,Undergraduate,Never-married,Other,Not-in-family,*,Female,0,0,40,North America,<=50K
3187,6330,"[40, 60[",Non-Government,73411,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,>50K
3188,6331,"[20, 40[",Non-Government,207185,Undergraduate,Married-civ-spouse,Nontechnical,Wife,*,Female,0,0,35,North America,>50K
3189,6332,"[60, 80[",Non-Government,127139,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,>50K
3190,6333,"[20, 40[",Non-Government,41809,Undergraduate,Divorced,Other,Unmarried,*,Female,0,0,40,North America,<=50K
3191,6336,"[40, 60[",Government,117227,Graduate,Divorced,Technical,Unmarried,*,Female,0,0,45,North America,<=50K
3192,6337,"[40, 60[",Non-Government,377401,High School,Married-civ-spouse,Other,Husband,*,Male,0,1902,70,North America,>50K
3193,6340,"[40, 60[",Non-Government,183096,Undergraduate,Divorced,Nontechnical,Own-child,*,Female,0,0,40,North America,<=50K
3194,6341,"[20, 40[",Non-Government,269654,Undergraduate,Never-married,Nontechnical,Not-in-family,*,Male,0,0,48,North America,<=50K
3195,6343,"[20, 40[",Non-Government,34104,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,40,North America,<=50K
3196,6347,"[20, 40[",Non-Government,163053,Undergraduate,Never-married,Nontechnical,Not-in-family,*,Female,0,0,40,North America,<=50K
3197,6348,"[20, 40[",Non-Government,189461,High School,Never-married,Nontechnical,Other-relative,*,Male,0,0,55,North America,<=50K
3198,6349,"[40, 60[",Government,145166,Graduate,Married-civ-spouse,Technical,Husband,*,Male,7298,0,40,North America,>50K
3199,6350,"[20, 40[",Non-Government,86310,Undergraduate,Divorced,Other,Unmarried,*,Female,0,0,45,North America,<=50K
3200,6351,"[0, 20[",Unknown,263224,High School,Never-married,Other,Unmarried,*,Female,0,0,30,North America,<=50K
3201,6353,"[20, 40[",Non-Government,301031,High School,Married-civ-spouse,Other,Husband,*,Male,0,0,40,North America,<=50K
3202,6355,"[20, 40[",Non-Government,254493,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,44,North America,<=50K
3203,6357,"[20, 40[",Non-Government,225024,High School,Divorced,Technical,Not-in-family,*,Male,0,0,40,North America,<=50K
3204,6367,"[20, 40[",Non-Government,137951,High School,Never-married,Other,Unmarried,*,Female,0,0,30,North America,<=50K
3205,6368,"[20, 40[",Non-Government,185279,High School,Never-married,Nontechnical,Own-child,*,Male,0,0,16,North America,<=50K
3206,6369,"[40, 60[",Non-Government,159724,Undergraduate,Married-civ-spouse,Other,Husband,*,Male,0,0,40,North America,>50K
3207,6370,"[40, 60[",Non-Government,103233,Undergraduate,Never-married,Other,Unmarried,*,Female,0,0,40,North America,<=50K
3208,6371,"[20, 40[",Non-Government,63509,Professional Education,Married-civ-spouse,Technical,Husband,*,Male,0,0,50,North America,<=50K
3209,6373,"[40, 60[",Non-Government,168109,High School,Married-civ-spouse,Other,Husband,*,Male,15024,0,50,North America,>50K
3210,6374,"[20, 40[",Non-Government,159724,Undergraduate,Never-married,Nontechnical,Not-in-family,*,Female,0,0,40,North America,<=50K
3211,6375,"[40, 60[",Non-Government,105010,High School,Married-civ-spouse,Other,Husband,*,Male,0,2051,20,North America,<=50K
3212,6377,"[40, 60[",Non-Government,364913,High School,Married-civ-spouse,Other,Husband,*,Male,0,0,40,North America,<=50K
3213,6378,"[40, 60[",Non-Government,155664,Professional Education,Married-civ-spouse,Technical,Husband,*,Male,0,0,60,North America,>50K
3214,6380,"[20, 40[",Non-Government,86492,High School,Never-married,Other,Not-in-family,*,Male,0,0,87,North America,<=50K
3215,6381,"[40, 60[",Non-Government,71305,High School,Married-civ-spouse,Other,Husband,*,Male,0,0,40,North America,<=50K
3216,6382,"[40, 60[",Non-Government,189933,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,65,North America,>50K
3217,6384,"[20, 40[",Non-Government,38948,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,>50K
3218,6388,"[40, 60[",Non-Government,197344,High School,Never-married,Technical,Not-in-family,*,Male,0,0,54,North America,<=50K
3219,6389,"[0, 20[",Non-Government,32244,High School,Never-married,Nontechnical,Own-child,*,Male,594,0,30,North America,<=50K
3220,6394,"[20, 40[",Non-Government,269243,Undergraduate,Never-married,Other,Own-child,*,Female,0,0,40,North America,<=50K
3221,6396,"[20, 40[",Non-Government,117767,Undergraduate,Never-married,Nontechnical,Own-child,*,Male,0,0,40,North America,<=50K
3222,6397,"[20, 40[",Non-Government,176101,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,40,North America,<=50K
3223,6402,"[20, 40[",Non-Government,49179,Undergraduate,Never-married,Technical,Not-in-family,*,Male,0,0,35,North America,<=50K
3224,6403,"[20, 40[",Non-Government,174921,Undergraduate,Never-married,Technical,Not-in-family,*,Female,0,0,40,North America,<=50K
3225,6406,"[20, 40[",Non-Government,67072,High School,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,50,North America,>50K
3226,6408,"[20, 40[",Non-Government,107882,High School,Never-married,Nontechnical,Not-in-family,*,Female,0,0,40,North America,<=50K
3227,6409,"[20, 40[",Non-Government,241825,Undergraduate,Never-married,Nontechnical,Own-child,*,Male,0,0,46,North America,<=50K
3228,6410,"[0, 20[",Non-Government,79443,High School,Never-married,Other,Own-child,*,Male,0,0,8,North America,<=50K
3229,6411,"[40, 60[",Non-Government,233059,High School,Married-civ-spouse,Technical,Husband,*,Male,0,0,60,North America,<=50K
3230,6412,"[0, 20[",Non-Government,226980,High School,Never-married,Nontechnical,Own-child,*,Male,0,0,17,North America,<=50K
3231,6414,"[20, 40[",Non-Government,305597,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,45,North America,>50K
3232,6420,"[20, 40[",Non-Government,50276,Undergraduate,Never-married,Nontechnical,Not-in-family,*,Male,27828,0,40,North America,>50K
3233,6421,"[20, 40[",Non-Government,177216,Professional Education,Married-civ-spouse,Technical,Husband,*,Male,0,1740,40,North America,<=50K
3234,6422,"[40, 60[",Non-Government,228057,High School,Separated,Other,Not-in-family,*,Female,0,0,40,North America,<=50K
3235,6425,"[40, 60[",Non-Government,298885,High School,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,<=50K
3236,6426,"[40, 60[",Non-Government,149909,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,25,North America,>50K
3237,6427,"[20, 40[",Non-Government,387430,High School,Never-married,Other,Not-in-family,*,Male,0,0,18,North America,<=50K
3238,6428,"[0, 20[",Non-Government,121972,High School,Never-married,Other,Own-child,*,Male,0,0,40,North America,<=50K
3239,6429,"[40, 60[",Non-Government,280167,Graduate,Married-civ-spouse,Nontechnical,Husband,*,Male,15024,0,70,North America,>50K
3240,6436,"[0, 20[",Non-Government,257750,Undergraduate,Never-married,Nontechnical,Other-relative,*,Female,0,0,25,North America,<=50K
3241,6437,"[0, 20[",Non-Government,191260,High School,Never-married,Other,Own-child,*,Male,594,0,10,North America,<=50K
3242,6438,"[20, 40[",Non-Government,342730,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,52,North America,<=50K
3243,6441,"[20, 40[",Non-Government,338376,Undergraduate,Never-married,Technical,Own-child,*,Male,0,0,40,North America,<=50K
3244,6443,"[20, 40[",Non-Government,133471,Undergraduate,Never-married,Nontechnical,Own-child,*,Male,0,0,40,North America,<=50K
3245,6444,"[40, 60[",Non-Government,129177,High School,Divorced,Other,Not-in-family,*,Female,0,0,38,North America,<=50K
3246,6445,"[0, 20[",Non-Government,178811,High School,Never-married,Technical,Own-child,*,Female,0,0,40,North America,<=50K
3247,6446,"[40, 60[",Non-Government,178537,High School,Never-married,Other,Not-in-family,*,Female,0,0,24,North America,<=50K
3248,6448,"[20, 40[",Unknown,298155,Undergraduate,Never-married,Other,Own-child,*,Female,0,0,40,North America,<=50K
3249,6449,"[40, 60[",Non-Government,145114,High School,Divorced,Other,Not-in-family,*,Female,0,0,40,North America,<=50K
3250,6450,"[20, 40[",Non-Government,194096,Undergraduate,Never-married,Other,Own-child,*,Female,0,0,40,North America,<=50K
3251,6452,"[20, 40[",Non-Government,159732,High School,Never-married,Technical,Not-in-family,*,Male,0,0,52,North America,<=50K
3252,6454,"[40, 60[",Non-Government,104719,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,40,North America,<=50K
3253,6455,"[40, 60[",Non-Government,163083,Graduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,>50K
3254,6456,"[20, 40[",Non-Government,403552,High School,Never-married,Other,Not-in-family,*,Male,0,0,32,North America,<=50K
3255,6457,"[60, 80[",Non-Government,218009,High School,Married-civ-spouse,Other,Husband,*,Male,0,1977,60,North America,>50K
3256,6462,"[20, 40[",Non-Government,124068,Undergraduate,Never-married,Other,Not-in-family,*,Female,0,0,20,North America,<=50K
3257,6464,"[20, 40[",Non-Government,181528,Graduate,Never-married,Nontechnical,Not-in-family,*,Female,0,0,43,North America,<=50K
3258,6465,"[40, 60[",Non-Government,173754,Professional Education,Married-civ-spouse,Technical,Husband,*,Male,15024,0,60,North America,>50K
3259,6466,"[40, 60[",Non-Government,169699,High School,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,<=50K
3260,6468,"[20, 40[",Non-Government,204470,Graduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,50,North America,>50K
3261,6470,"[20, 40[",Non-Government,117363,Undergraduate,Never-married,Other,Not-in-family,*,Female,0,0,35,North America,<=50K
3262,6472,"[40, 60[",Non-Government,108933,High School,Married-civ-spouse,Technical,Husband,*,Male,0,0,35,North America,<=50K
3263,6473,"[20, 40[",Non-Government,190143,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,40,North America,<=50K
3264,6476,"[40, 60[",Government,210259,Graduate,Never-married,Technical,Not-in-family,*,Female,0,0,40,North America,<=50K
3265,6477,"[20, 40[",Non-Government,166304,High School,Married-civ-spouse,Other,Husband,*,Male,0,0,33,North America,<=50K
3266,6478,"[40, 60[",Non-Government,303051,Professional Education,Married-civ-spouse,Nontechnical,Husband,*,Male,15024,0,40,North America,>50K
3267,6480,"[20, 40[",Non-Government,192262,Undergraduate,Never-married,Nontechnical,Own-child,*,Male,0,0,45,North America,<=50K
3268,6481,"[40, 60[",Government,192349,Graduate,Never-married,Technical,Not-in-family,*,Female,4650,0,40,North America,<=50K
3269,6482,"[20, 40[",Non-Government,48063,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,55,North America,>50K
3270,6483,"[40, 60[",Non-Government,170214,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,50,North America,>50K
3271,6486,"[40, 60[",Government,215175,Graduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,60,North America,<=50K
3272,6487,"[20, 40[",Non-Government,114967,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,>50K
3273,6489,"[20, 40[",Non-Government,451996,High School,Never-married,Nontechnical,Own-child,*,Male,0,0,40,North America,<=50K
3274,6490,"[40, 60[",Non-Government,138852,High School,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,<=50K
3275,6492,"[40, 60[",Non-Government,321822,Professional Education,Married-civ-spouse,Technical,Husband,*,Male,0,0,75,North America,>50K
3276,6494,"[20, 40[",Non-Government,162256,High School,Divorced,Nontechnical,Unmarried,*,Female,0,0,40,North America,<=50K
3277,6495,"[20, 40[",Government,356689,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,<=50K
3278,6496,"[20, 40[",Non-Government,260199,High School,Never-married,Other,Own-child,*,Female,0,0,10,North America,<=50K
3279,6497,"[20, 40[",Non-Government,103605,High School,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,40,North America,<=50K
3280,6498,"[20, 40[",Non-Government,316211,High School,Divorced,Technical,Own-child,*,Male,0,0,40,North America,<=50K
3281,6499,"[20, 40[",Non-Government,308691,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,45,North America,>50K
3282,6500,"[20, 40[",Non-Government,194404,Graduate,Married-civ-spouse,Technical,Husband,*,Male,7688,0,40,North America,>50K
3283,6504,"[20, 40[",Non-Government,33105,Undergraduate,Never-married,Nontechnical,Own-child,*,Male,0,0,40,North America,<=50K
3284,6506,"[20, 40[",Non-Government,315643,High School,Married-civ-spouse,Other,Husband,*,Male,0,0,30,North America,<=50K
3285,6508,"[20, 40[",Non-Government,342768,High School,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,<=50K
3286,6509,"[40, 60[",Non-Government,108960,High School,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,<=50K
3287,6510,"[60, 80[",Unknown,168071,High School,Married-civ-spouse,Other,Husband,*,Male,0,0,30,North America,<=50K
3288,6511,"[20, 40[",Non-Government,136935,High School,Never-married,Other,Unmarried,*,Female,0,0,13,North America,<=50K
3289,6513,"[20, 40[",Non-Government,280344,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,40,North America,>50K
3290,6516,"[40, 60[",Non-Government,175686,Undergraduate,Divorced,Other,Unmarried,*,Female,0,0,40,North America,<=50K
3291,6518,"[40, 60[",Non-Government,61307,High School,Married-civ-spouse,Technical,Husband,*,Male,0,0,38,North America,<=50K
3292,6520,"[20, 40[",Non-Government,325658,High School,Married-civ-spouse,Other,Husband,*,Male,0,0,40,North America,<=50K
3293,6522,"[20, 40[",Non-Government,505980,Undergraduate,Never-married,Nontechnical,Own-child,*,Male,0,0,40,North America,<=50K
3294,6523,"[20, 40[",Non-Government,185336,Undergraduate,Divorced,Other,Unmarried,*,Female,0,0,37,North America,<=50K
3295,6525,"[20, 40[",Non-Government,126829,Undergraduate,Never-married,Nontechnical,Not-in-family,*,Male,0,0,40,North America,<=50K
3296,6529,"[20, 40[",Non-Government,128487,High School,Never-married,Other,Not-in-family,*,Female,0,0,10,North America,<=50K
3297,6530,"[40, 60[",Non-Government,321758,High School,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,40,North America,>50K
3298,6532,"[40, 60[",Non-Government,176814,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,50,North America,<=50K
3299,6534,"[20, 40[",Government,156423,Undergraduate,Never-married,Technical,Own-child,*,Female,0,0,20,North America,<=50K
3300,6535,"[20, 40[",Non-Government,169905,Professional Education,Never-married,Nontechnical,Not-in-family,*,Male,27828,0,40,North America,>50K
3301,6537,"[20, 40[",Non-Government,176972,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,45,North America,>50K
3302,6540,"[20, 40[",Non-Government,203924,Undergraduate,Never-married,Other,Not-in-family,*,Male,2597,0,45,North America,<=50K
3303,6542,"[0, 20[",Unknown,454614,High School,Never-married,Other,Own-child,*,Female,0,0,8,North America,<=50K
3304,6545,"[40, 60[",Non-Government,157947,High School,Divorced,Other,Not-in-family,*,Female,0,0,40,North America,<=50K
3305,6550,"[20, 40[",Non-Government,110442,High School,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,45,North America,<=50K
3306,6552,"[20, 40[",Non-Government,192939,High School,Married-civ-spouse,Other,Husband,*,Male,0,0,40,North America,<=50K
3307,6553,"[40, 60[",Government,260696,Undergraduate,Divorced,Technical,Unmarried,*,Female,0,0,55,North America,<=50K
3308,6555,"[20, 40[",Non-Government,144949,High School,Married-civ-spouse,Technical,Husband,*,Male,0,0,45,North America,>50K
3309,6556,"[40, 60[",Non-Government,116878,Graduate,Married-civ-spouse,Technical,Husband,*,Male,15024,0,30,North America,>50K
3310,6558,"[20, 40[",Unknown,170038,Undergraduate,Never-married,Other,Own-child,*,Female,0,0,40,North America,<=50K
3311,6561,"[20, 40[",Non-Government,167761,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,50,North America,>50K
3312,6562,"[40, 60[",Non-Government,138845,Undergraduate,Married-civ-spouse,Other,Husband,*,Male,0,0,40,North America,<=50K
3313,6563,"[40, 60[",Non-Government,144844,High School,Married-civ-spouse,Other,Husband,*,Male,0,0,52,North America,>50K
3314,6564,"[20, 40[",Unknown,161930,High School,Never-married,Other,Own-child,*,Female,0,1504,30,North America,<=50K
3315,6565,"[20, 40[",Non-Government,55743,High School,Never-married,Other,Unmarried,*,Female,0,0,30,North America,<=50K
3316,6566,"[40, 60[",Non-Government,117721,High School,Married-civ-spouse,Other,Husband,*,Male,0,0,60,North America,<=50K
3317,6568,"[40, 60[",Non-Government,301867,High School,Married-civ-spouse,Other,Husband,*,Male,0,0,40,North America,<=50K
3318,6573,"[40, 60[",Non-Government,119281,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,60,North America,>50K
3319,6574,"[40, 60[",Non-Government,152629,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,40,North America,>50K
3320,6576,"[20, 40[",Non-Government,211440,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,50,North America,>50K
3321,6579,"[20, 40[",Non-Government,39609,Professional Education,Divorced,Other,Unmarried,*,Female,0,0,40,North America,<=50K
3322,6582,"[20, 40[",Non-Government,120066,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,60,North America,<=50K
3323,6585,"[40, 60[",Non-Government,166813,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,55,North America,<=50K
3324,6587,"[20, 40[",Non-Government,290504,High School,Never-married,Other,Other-relative,*,Male,0,0,40,North America,<=50K
3325,6588,"[20, 40[",Non-Government,178505,Undergraduate,Never-married,Nontechnical,Other-relative,*,Female,0,1504,45,North America,<=50K
3326,6592,"[60, 80[",Non-Government,284021,High School,Widowed,Nontechnical,Not-in-family,*,Female,0,0,40,North America,<=50K
3327,6593,"[0, 20[",Non-Government,277974,Undergraduate,Never-married,Nontechnical,Own-child,*,Male,0,0,35,North America,<=50K
3328,6594,"[40, 60[",Non-Government,111275,High School,Never-married,Other,Unmarried,*,Female,0,0,38,North America,<=50K
3329,6596,"[20, 40[",Non-Government,125527,Undergraduate,Never-married,Nontechnical,Not-in-family,*,Male,0,0,50,North America,<=50K
3330,6597,"[0, 20[",Non-Government,38294,High School,Never-married,Nontechnical,Other-relative,*,Male,2597,0,40,North America,<=50K
3331,6598,"[40, 60[",Non-Government,313022,High School,Married-civ-spouse,Technical,Husband,*,Male,4386,0,40,North America,>50K
3332,6599,"[20, 40[",Non-Government,179668,Undergraduate,Married-civ-spouse,Technical,Husband,*,Male,15024,0,40,North America,>50K
3333,6600,"[20, 40[",Non-Government,198660,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,50,North America,<=50K
3334,6603,"[40, 60[",Non-Government,153372,Undergraduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,50,North America,>50K
3335,6607,"[20, 40[",Non-Government,314310,Graduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,45,North America,<=50K
3336,6608,"[20, 40[",Non-Government,259785,Graduate,Married-civ-spouse,Nontechnical,Husband,*,Male,0,0,50,North America,>50K
3337,6609,"[40, 60[",Non-Government,127111,Graduate,Married-civ-spouse,Technical,Husband,*,Male,0,0,55,North America,>50K
