,index,age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
2794,5554,"[0, 80[",*,127264,*,*,*,Husband,*,*,0,0,50,*,<=50K
2795,5555,"[0, 80[",*,257200,*,*,*,Husband,*,*,0,0,40,*,>50K
2796,5556,"[0, 80[",*,57206,*,*,*,Own-child,*,*,0,0,20,*,<=50K
2797,5558,"[0, 80[",*,114079,*,*,*,Husband,*,*,0,0,44,*,<=50K
2798,5562,"[0, 80[",*,134444,*,*,*,Husband,*,*,0,0,72,*,<=50K
2799,5563,"[0, 80[",*,172403,*,*,*,Not-in-family,*,*,0,0,30,*,<=50K
2800,5564,"[0, 80[",*,191357,*,*,*,Husband,*,*,0,0,40,*,<=50K
2801,5565,"[0, 80[",*,279288,*,*,*,Other-relative,*,*,0,0,30,*,<=50K
2802,5566,"[0, 80[",*,389254,*,*,*,Husband,*,*,0,0,40,*,>50K
2803,5568,"[0, 80[",*,164113,*,*,*,Husband,*,*,7688,0,40,*,>50K
2804,5569,"[0, 80[",*,111499,*,*,*,Not-in-family,*,*,0,0,40,*,<=50K
2805,5570,"[0, 80[",*,266084,*,*,*,Husband,*,*,7298,0,45,*,>50K
2806,5571,"[0, 80[",*,61580,*,*,*,Other-relative,*,*,0,0,40,*,<=50K
2807,5572,"[0, 80[",*,231348,*,*,*,Not-in-family,*,*,0,0,40,*,<=50K
2808,5575,"[0, 80[",*,54566,*,*,*,Husband,*,*,0,0,35,*,<=50K
2809,5579,"[0, 80[",*,255582,*,*,*,Not-in-family,*,*,0,0,40,*,<=50K
2810,5581,"[0, 80[",*,169397,*,*,*,Husband,*,*,0,0,40,*,>50K
2811,5582,"[0, 80[",*,172664,*,*,*,Husband,*,*,0,0,70,*,>50K
2812,5583,"[0, 80[",*,329005,*,*,*,Own-child,*,*,0,0,40,*,<=50K
2813,5584,"[0, 80[",*,123253,*,*,*,Husband,*,*,0,0,55,*,>50K
2814,5588,"[0, 80[",*,159028,*,*,*,Husband,*,*,99999,0,60,*,>50K
2815,5589,"[0, 80[",*,149184,*,*,*,Husband,*,*,0,0,45,*,>50K
2816,5591,"[0, 80[",*,308709,*,*,*,Not-in-family,*,*,0,0,48,*,<=50K
2817,5593,"[0, 80[",*,168479,*,*,*,Husband,*,*,0,0,40,*,>50K
2818,5595,"[0, 80[",*,338345,*,*,*,Husband,*,*,0,0,45,*,>50K
2819,5596,"[0, 80[",*,177675,*,*,*,Husband,*,*,0,0,40,*,<=50K
2820,5597,"[0, 80[",*,262617,*,*,*,Other-relative,*,*,2597,0,40,*,<=50K
2821,5598,"[0, 80[",*,200997,*,*,*,Own-child,*,*,0,0,45,*,<=50K
2822,5599,"[0, 80[",*,176683,*,*,*,Not-in-family,*,*,0,0,50,*,>50K
2823,5602,"[0, 80[",*,348430,*,*,*,Husband,*,*,0,1902,43,*,>50K
2824,5603,"[0, 80[",*,320451,*,*,*,Own-child,*,*,0,0,24,*,<=50K
2825,5606,"[0, 80[",*,151029,*,*,*,Husband,*,*,0,0,40,*,>50K
2826,5609,"[0, 80[",*,148903,*,*,*,Unmarried,*,*,0,0,40,*,<=50K
2827,5613,"[0, 80[",*,291407,*,*,*,Own-child,*,*,0,0,25,*,<=50K
2828,5616,"[0, 80[",*,224964,*,*,*,Own-child,*,*,0,0,25,*,<=50K
2829,5618,"[0, 80[",*,292023,*,*,*,Not-in-family,*,*,0,0,45,*,<=50K
2830,5621,"[0, 80[",*,176101,*,*,*,Own-child,*,*,2174,0,60,*,<=50K
2831,5622,"[0, 80[",*,749105,*,*,*,Unmarried,*,*,0,0,36,*,<=50K
2832,5625,"[0, 80[",*,105010,*,*,*,Husband,*,*,0,0,40,*,>50K
2833,5631,"[0, 80[",*,174744,*,*,*,Husband,*,*,0,0,40,*,<=50K
2834,5633,"[0, 80[",*,249957,*,*,*,Own-child,*,*,0,0,40,*,<=50K
2835,5634,"[0, 80[",*,146574,*,*,*,Husband,*,*,0,0,50,*,>50K
2836,5637,"[0, 80[",*,63363,*,*,*,Own-child,*,*,0,0,30,*,<=50K
2837,5638,"[0, 80[",*,190107,*,*,*,Own-child,*,*,0,0,40,*,<=50K
2838,5641,"[0, 80[",*,115161,*,*,*,Husband,*,*,0,0,30,*,<=50K
2839,5643,"[0, 80[",*,256864,*,*,*,Husband,*,*,0,0,50,*,>50K
2840,5645,"[0, 80[",*,249948,*,*,*,Not-in-family,*,*,0,0,34,*,<=50K
2841,5650,"[0, 80[",*,199753,*,*,*,Own-child,*,*,0,0,48,*,<=50K
2842,5652,"[0, 80[",*,188166,*,*,*,Husband,*,*,0,0,40,*,<=50K
2843,5654,"[0, 80[",*,189590,*,*,*,Not-in-family,*,*,0,0,40,*,<=50K
2844,5656,"[0, 80[",*,255702,*,*,*,Own-child,*,*,0,0,27,*,<=50K
2845,5657,"[0, 80[",*,260782,*,*,*,Husband,*,*,0,0,41,*,>50K
2846,5660,"[0, 80[",*,192869,*,*,*,Husband,*,*,0,0,40,*,>50K
2847,5666,"[0, 80[",*,43269,*,*,*,Husband,*,*,0,0,50,*,>50K
2848,5669,"[0, 80[",*,220148,*,*,*,Husband,*,*,0,1848,50,*,>50K
2849,5670,"[0, 80[",*,381645,*,*,*,Not-in-family,*,*,0,0,50,*,<=50K
2850,5672,"[0, 80[",*,213722,*,*,*,Not-in-family,*,*,0,0,50,*,>50K
2851,5674,"[0, 80[",*,208277,*,*,*,Own-child,*,*,0,0,44,*,>50K
2852,5676,"[0, 80[",*,129620,*,*,*,Other-relative,*,*,0,0,30,*,<=50K
2853,5677,"[0, 80[",*,249550,*,*,*,Not-in-family,*,*,0,0,44,*,<=50K
2854,5680,"[0, 80[",*,167670,*,*,*,Husband,*,*,0,0,35,*,<=50K
2855,5684,"[0, 80[",*,152189,*,*,*,Own-child,*,*,0,0,40,*,<=50K
2856,5685,"[0, 80[",*,106176,*,*,*,Husband,*,*,7298,0,60,*,>50K
2857,5688,"[0, 80[",*,78410,*,*,*,Wife,*,*,0,0,40,*,>50K
2858,5689,"[0, 80[",*,131379,*,*,*,Own-child,*,*,0,0,40,*,<=50K
2859,5690,"[0, 80[",*,166929,*,*,*,Husband,*,*,0,0,40,*,<=50K
2860,5692,"[0, 80[",*,79190,*,*,*,Own-child,*,*,0,0,35,*,<=50K
2861,5693,"[0, 80[",*,342164,*,*,*,Unmarried,*,*,0,0,37,*,<=50K
2862,5696,"[0, 80[",*,381153,*,*,*,Husband,*,*,15024,0,56,*,>50K
2863,5699,"[0, 80[",*,149224,*,*,*,Not-in-family,*,*,0,0,40,*,<=50K
2864,5700,"[0, 80[",*,168216,*,*,*,Husband,*,*,0,0,48,*,<=50K
2865,5701,"[0, 80[",*,286487,*,*,*,Husband,*,*,2885,0,45,*,<=50K
2866,5702,"[0, 80[",*,305597,*,*,*,Husband,*,*,0,0,40,*,>50K
2867,5703,"[0, 80[",*,109766,*,*,*,Husband,*,*,15024,0,50,*,>50K
2868,5706,"[0, 80[",*,459465,*,*,*,Not-in-family,*,*,0,0,50,*,<=50K
2869,5707,"[0, 80[",*,162506,*,*,*,Husband,*,*,0,0,35,*,<=50K
2870,5708,"[0, 80[",*,145441,*,*,*,Husband,*,*,0,0,30,*,>50K
2871,5710,"[0, 80[",*,27444,*,*,*,Husband,*,*,0,0,46,*,>50K
2872,5711,"[0, 80[",*,195258,*,*,*,Husband,*,*,0,0,40,*,>50K
2873,5717,"[0, 80[",*,317175,*,*,*,Husband,*,*,0,0,45,*,>50K
2874,5721,"[0, 80[",*,76625,*,*,*,Unmarried,*,*,0,0,40,*,<=50K
2875,5723,"[0, 80[",*,349368,*,*,*,Other-relative,*,*,0,0,40,*,<=50K
2876,5724,"[0, 80[",*,286824,*,*,*,Own-child,*,*,0,0,12,*,<=50K
2877,5725,"[0, 80[",*,373263,*,*,*,Wife,*,*,0,0,40,*,<=50K
2878,5731,"[0, 80[",*,118506,*,*,*,Own-child,*,*,0,0,60,*,<=50K
2879,5732,"[0, 80[",*,117789,*,*,*,Own-child,*,*,0,0,10,*,<=50K
2880,5733,"[0, 80[",*,353881,*,*,*,Husband,*,*,0,0,60,*,<=50K
2881,5735,"[0, 80[",*,258517,*,*,*,Own-child,*,*,0,0,25,*,<=50K
2882,5736,"[0, 80[",*,190367,*,*,*,Husband,*,*,0,0,45,*,<=50K
2883,5738,"[0, 80[",*,179413,*,*,*,Husband,*,*,0,0,40,*,<=50K
2884,5740,"[0, 80[",*,273818,*,*,*,Husband,*,*,0,0,55,*,<=50K
2885,5742,"[0, 80[",*,196001,*,*,*,Unmarried,*,*,0,0,40,*,<=50K
2886,5744,"[0, 80[",*,72630,*,*,*,Not-in-family,*,*,0,0,50,*,<=50K
2887,5745,"[0, 80[",*,50295,*,*,*,Husband,*,*,0,0,48,*,<=50K
2888,5748,"[0, 80[",*,202168,*,*,*,Husband,*,*,0,0,60,*,>50K
2889,5749,"[0, 80[",*,176839,*,*,*,Husband,*,*,0,0,40,*,<=50K
2890,5750,"[0, 80[",*,176140,*,*,*,Unmarried,*,*,0,0,40,*,>50K
2891,5754,"[0, 80[",*,355320,*,*,*,Husband,*,*,0,0,45,*,>50K
2892,5755,"[0, 80[",*,182460,*,*,*,Husband,*,*,0,0,40,*,>50K
2893,5758,"[0, 80[",*,165804,*,*,*,Own-child,*,*,0,0,40,*,<=50K
2894,5760,"[0, 80[",*,117606,*,*,*,Not-in-family,*,*,0,0,40,*,<=50K
2895,5761,"[0, 80[",*,170718,*,*,*,Husband,*,*,0,0,40,*,<=50K
2896,5762,"[0, 80[",*,413297,*,*,*,Husband,*,*,0,0,40,*,<=50K
2897,5763,"[0, 80[",*,190457,*,*,*,Own-child,*,*,0,0,30,*,<=50K
2898,5764,"[0, 80[",*,88278,*,*,*,Husband,*,*,0,1977,50,*,>50K
2899,5767,"[0, 80[",*,123429,*,*,*,Husband,*,*,0,0,40,*,>50K
2900,5770,"[0, 80[",*,248533,*,*,*,Other-relative,*,*,0,0,40,*,<=50K
2901,5772,"[0, 80[",*,272910,*,*,*,Not-in-family,*,*,0,0,40,*,<=50K
2902,5776,"[0, 80[",*,195860,*,*,*,Husband,*,*,0,0,40,*,<=50K
2903,5777,"[0, 80[",*,115717,*,*,*,Husband,*,*,0,2051,40,*,<=50K
2904,5778,"[0, 80[",*,120029,*,*,*,Other-relative,*,*,0,0,20,*,<=50K
2905,5779,"[0, 80[",*,221762,*,*,*,Not-in-family,*,*,0,0,40,*,<=50K
2906,5780,"[0, 80[",*,342164,*,*,*,Not-in-family,*,*,0,0,15,*,<=50K
2907,5781,"[0, 80[",*,176356,*,*,*,Own-child,*,*,0,0,20,*,<=50K
2908,5785,"[0, 80[",*,174461,*,*,*,Own-child,*,*,0,0,45,*,<=50K
2909,5790,"[0, 80[",*,161141,*,*,*,Husband,*,*,0,0,40,*,<=50K
2910,5791,"[0, 80[",*,212465,*,*,*,Husband,*,*,0,0,40,*,>50K
2911,5792,"[0, 80[",*,170871,*,*,*,Husband,*,*,15024,0,55,*,>50K
2912,5797,"[0, 80[",*,206861,*,*,*,Own-child,*,*,0,0,40,*,<=50K
2913,5799,"[0, 80[",*,130840,*,*,*,Own-child,*,*,0,0,20,*,<=50K
2914,5801,"[0, 80[",*,132191,*,*,*,Not-in-family,*,*,0,0,40,*,<=50K
2915,5805,"[0, 80[",*,107658,*,*,*,Not-in-family,*,*,0,0,10,*,<=50K
2916,5806,"[0, 80[",*,102771,*,*,*,Husband,*,*,0,0,50,*,<=50K
2917,5807,"[0, 80[",*,221403,*,*,*,Own-child,*,*,0,0,18,*,<=50K
2918,5809,"[0, 80[",*,52645,*,*,*,Unmarried,*,*,0,0,40,*,<=50K
2919,5812,"[0, 80[",*,215479,*,*,*,Not-in-family,*,*,0,0,20,*,<=50K
2920,5815,"[0, 80[",*,67716,*,*,*,Husband,*,*,0,0,60,*,<=50K
2921,5816,"[0, 80[",*,178951,*,*,*,Husband,*,*,0,0,45,*,<=50K
2922,5817,"[0, 80[",*,241126,*,*,*,Husband,*,*,0,0,40,*,>50K
2923,5818,"[0, 80[",*,176544,*,*,*,Not-in-family,*,*,0,0,48,*,<=50K
2924,5826,"[0, 80[",*,220426,*,*,*,Not-in-family,*,*,0,0,40,*,<=50K
2925,5827,"[0, 80[",*,115912,*,*,*,Husband,*,*,0,0,40,*,<=50K
2926,5828,"[0, 80[",*,27032,*,*,*,Own-child,*,*,0,0,12,*,<=50K
2927,5829,"[0, 80[",*,170720,*,*,*,Own-child,*,*,0,0,16,*,<=50K
2928,5831,"[0, 80[",*,192360,*,*,*,Husband,*,*,0,0,35,*,>50K
2929,5833,"[0, 80[",*,128553,*,*,*,Own-child,*,*,0,0,40,*,<=50K
2930,5836,"[0, 80[",*,93793,*,*,*,Husband,*,*,0,0,38,*,>50K
2931,5838,"[0, 80[",*,391329,*,*,*,Not-in-family,*,*,0,0,30,*,<=50K
2932,5843,"[0, 80[",*,50879,*,*,*,Own-child,*,*,0,0,6,*,<=50K
2933,5844,"[0, 80[",*,186849,*,*,*,Own-child,*,*,0,0,40,*,<=50K
2934,5845,"[0, 80[",*,201127,*,*,*,Husband,*,*,0,0,50,*,<=50K
2935,5846,"[0, 80[",*,110998,*,*,*,Other-relative,*,*,0,0,36,*,<=50K
2936,5847,"[0, 80[",*,190466,*,*,*,Own-child,*,*,2174,0,40,*,<=50K
2937,5849,"[0, 80[",*,167140,*,*,*,Own-child,*,*,0,1602,24,*,<=50K
2938,5850,"[0, 80[",*,110230,*,*,*,Own-child,*,*,0,0,11,*,<=50K
2939,5851,"[0, 80[",*,287658,*,*,*,Own-child,*,*,0,0,40,*,<=50K
2940,5852,"[0, 80[",*,224954,*,*,*,Own-child,*,*,0,0,25,*,<=50K
2941,5855,"[0, 80[",*,29306,*,*,*,Husband,*,*,0,0,40,*,<=50K
2942,5856,"[0, 80[",*,37314,*,*,*,Husband,*,*,5013,0,40,*,<=50K
2943,5857,"[0, 80[",*,420749,*,*,*,Husband,*,*,0,0,40,*,>50K
2944,5859,"[0, 80[",*,206215,*,*,*,Own-child,*,*,0,0,40,*,<=50K
2945,5860,"[0, 80[",*,101364,*,*,*,Husband,*,*,0,0,40,*,<=50K
2946,5865,"[0, 80[",*,190293,*,*,*,Not-in-family,*,*,0,0,40,*,<=50K
2947,5866,"[0, 80[",*,25932,*,*,*,Husband,*,*,0,0,60,*,<=50K
2948,5867,"[0, 80[",*,176729,*,*,*,Husband,*,*,0,0,60,*,>50K
2949,5869,"[0, 80[",*,86373,*,*,*,Husband,*,*,0,0,50,*,<=50K
2950,5871,"[0, 80[",*,190290,*,*,*,Husband,*,*,0,0,38,*,>50K
2951,5878,"[0, 80[",*,65389,*,*,*,Not-in-family,*,*,0,0,30,*,<=50K
2952,5879,"[0, 80[",*,414871,*,*,*,Own-child,*,*,0,0,40,*,<=50K
2953,5880,"[0, 80[",*,161607,*,*,*,Husband,*,*,0,0,45,*,<=50K
2954,5882,"[0, 80[",*,261382,*,*,*,Husband,*,*,15024,0,45,*,>50K
2955,5886,"[0, 80[",*,35032,*,*,*,Husband,*,*,0,0,40,*,<=50K
2956,5889,"[0, 80[",*,146091,*,*,*,Wife,*,*,0,0,20,*,>50K
2957,5890,"[0, 80[",*,267431,*,*,*,Own-child,*,*,0,0,20,*,<=50K
2958,5891,"[0, 80[",*,121240,*,*,*,Not-in-family,*,*,0,0,30,*,<=50K
2959,5892,"[0, 80[",*,192572,*,*,*,Own-child,*,*,0,0,45,*,<=50K
2960,5893,"[0, 80[",*,211028,*,*,*,Not-in-family,*,*,0,0,40,*,<=50K
2961,5895,"[0, 80[",*,202203,*,*,*,Other-relative,*,*,0,0,50,*,<=50K
2962,5896,"[0, 80[",*,159297,*,*,*,Own-child,*,*,0,0,15,*,<=50K
2963,5899,"[0, 80[",*,200089,*,*,*,Other-relative,*,*,0,0,40,*,<=50K
2964,5900,"[0, 80[",*,38353,*,*,*,Husband,*,*,0,0,45,*,<=50K
2965,5904,"[0, 80[",*,103596,*,*,*,Husband,*,*,0,0,40,*,<=50K
2966,5906,"[0, 80[",*,186203,*,*,*,Husband,*,*,0,0,50,*,<=50K
2967,5907,"[0, 80[",*,257910,*,*,*,Not-in-family,*,*,0,0,50,*,<=50K
2968,5912,"[0, 80[",*,76144,*,*,*,Not-in-family,*,*,0,0,50,*,<=50K
2969,5913,"[0, 80[",*,98667,*,*,*,Own-child,*,*,0,0,16,*,<=50K
2970,5915,"[0, 80[",*,283760,*,*,*,Not-in-family,*,*,0,0,40,*,<=50K
2971,5917,"[0, 80[",*,186183,*,*,*,Husband,*,*,0,0,40,*,>50K
2972,5922,"[0, 80[",*,126950,*,*,*,Husband,*,*,0,0,60,*,<=50K
2973,5923,"[0, 80[",*,110028,*,*,*,Husband,*,*,0,0,40,*,<=50K
2974,5927,"[0, 80[",*,217961,*,*,*,Own-child,*,*,0,1719,30,*,<=50K
2975,5928,"[0, 80[",*,134746,*,*,*,Own-child,*,*,0,0,35,*,<=50K
2976,5929,"[0, 80[",*,120539,*,*,*,Husband,*,*,0,0,50,*,>50K
2977,5930,"[0, 80[",*,25803,*,*,*,Husband,*,*,0,0,55,*,<=50K
2978,5933,"[0, 80[",*,211239,*,*,*,Husband,*,*,0,0,40,*,<=50K
2979,5934,"[0, 80[",*,206686,*,*,*,Unmarried,*,*,0,0,40,*,<=50K
2980,5935,"[0, 80[",*,427965,*,*,*,Not-in-family,*,*,0,0,40,*,<=50K
2981,5939,"[0, 80[",*,107410,*,*,*,Husband,*,*,0,0,40,*,<=50K
2982,5941,"[0, 80[",*,161226,*,*,*,Wife,*,*,0,0,30,*,>50K
2983,5942,"[0, 80[",*,213799,*,*,*,Not-in-family,*,*,0,0,40,*,<=50K
2984,5943,"[0, 80[",*,204461,*,*,*,Husband,*,*,0,0,55,*,>50K
2985,5944,"[0, 80[",*,377798,*,*,*,Not-in-family,*,*,0,0,50,*,>50K
2986,5947,"[0, 80[",*,258752,*,*,*,Husband,*,*,0,0,60,*,<=50K
2987,5948,"[0, 80[",*,327435,*,*,*,Wife,*,*,0,0,36,*,>50K
2988,5949,"[0, 80[",*,301199,*,*,*,Own-child,*,*,0,0,20,*,<=50K
2989,5951,"[0, 80[",*,203924,*,*,*,Not-in-family,*,*,0,0,50,*,<=50K
2990,5952,"[0, 80[",*,192236,*,*,*,Not-in-family,*,*,0,0,45,*,<=50K
2991,5953,"[0, 80[",*,152035,*,*,*,Unmarried,*,*,0,0,40,*,<=50K
2992,5954,"[0, 80[",*,201454,*,*,*,Not-in-family,*,*,0,0,40,*,<=50K
2993,5956,"[0, 80[",*,115851,*,*,*,Husband,*,*,0,0,40,*,<=50K
2994,5957,"[0, 80[",*,106753,*,*,*,Husband,*,*,0,1740,40,*,<=50K
2995,5959,"[0, 80[",*,83003,*,*,*,Wife,*,*,0,0,40,*,<=50K
2996,5960,"[0, 80[",*,78817,*,*,*,Own-child,*,*,0,0,20,*,<=50K
2997,5965,"[0, 80[",*,323790,*,*,*,Husband,*,*,0,1977,70,*,>50K
2998,5969,"[0, 80[",*,162604,*,*,*,Other-relative,*,*,0,0,40,*,<=50K
2999,5972,"[0, 80[",*,184857,*,*,*,Husband,*,*,0,0,16,*,<=50K
3000,5973,"[0, 80[",*,165226,*,*,*,Not-in-family,*,*,0,0,40,*,<=50K
3001,5974,"[0, 80[",*,115784,*,*,*,Husband,*,*,0,0,40,*,<=50K
3002,5976,"[0, 80[",*,53063,*,*,*,Husband,*,*,0,0,45,*,<=50K
3003,5978,"[0, 80[",*,153471,*,*,*,Not-in-family,*,*,0,0,35,*,<=50K
3004,5982,"[0, 80[",*,141868,*,*,*,Own-child,*,*,0,0,40,*,<=50K
3005,5983,"[0, 80[",*,367655,*,*,*,Own-child,*,*,0,0,40,*,<=50K
3006,5984,"[0, 80[",*,203518,*,*,*,Not-in-family,*,*,0,0,40,*,<=50K
3007,5985,"[0, 80[",*,119558,*,*,*,Husband,*,*,0,0,50,*,>50K
3008,5988,"[0, 80[",*,162003,*,*,*,Not-in-family,*,*,0,0,40,*,<=50K
3009,5989,"[0, 80[",*,349028,*,*,*,Husband,*,*,0,0,40,*,<=50K
3010,5990,"[0, 80[",*,45114,*,*,*,Own-child,*,*,0,0,40,*,<=50K
3011,5992,"[0, 80[",*,183639,*,*,*,Unmarried,*,*,0,0,40,*,<=50K
3012,5993,"[0, 80[",*,177121,*,*,*,Not-in-family,*,*,0,0,35,*,<=50K
3013,5994,"[0, 80[",*,239755,*,*,*,Husband,*,*,0,0,40,*,<=50K
3014,5995,"[0, 80[",*,150361,*,*,*,Own-child,*,*,0,0,40,*,<=50K
3015,5997,"[0, 80[",*,200089,*,*,*,Husband,*,*,0,0,60,*,>50K
3016,5998,"[0, 80[",*,91836,*,*,*,Not-in-family,*,*,0,0,45,*,<=50K
3017,5999,"[0, 80[",*,324960,*,*,*,Other-relative,*,*,0,0,40,*,<=50K
3018,6003,"[0, 80[",*,154843,*,*,*,Husband,*,*,0,0,40,*,<=50K
3019,6007,"[0, 80[",*,100109,*,*,*,Unmarried,*,*,0,0,45,*,>50K
3020,6011,"[0, 80[",*,157747,*,*,*,Husband,*,*,7298,0,40,*,>50K
3021,6012,"[0, 80[",*,39232,*,*,*,Not-in-family,*,*,0,0,45,*,<=50K
3022,6014,"[0, 80[",*,505980,*,*,*,Own-child,*,*,0,0,40,*,<=50K
3023,6015,"[0, 80[",*,183374,*,*,*,Not-in-family,*,*,2329,0,15,*,<=50K
3024,6016,"[0, 80[",*,193216,*,*,*,Husband,*,*,9386,0,40,*,>50K
3025,6017,"[0, 80[",*,140752,*,*,*,Husband,*,*,0,0,50,*,>50K
3026,6018,"[0, 80[",*,549349,*,*,*,Own-child,*,*,0,0,40,*,<=50K
3027,6022,"[0, 80[",*,319054,*,*,*,Husband,*,*,0,0,60,*,<=50K
3028,6023,"[0, 80[",*,297094,*,*,*,Husband,*,*,0,0,40,*,<=50K
3029,6024,"[0, 80[",*,170562,*,*,*,Husband,*,*,0,0,60,*,>50K
3030,6026,"[0, 80[",*,297544,*,*,*,Husband,*,*,0,0,40,*,<=50K
3031,6028,"[0, 80[",*,149637,*,*,*,Not-in-family,*,*,0,0,40,*,<=50K
3032,6030,"[0, 80[",*,158315,*,*,*,Husband,*,*,0,0,50,*,>50K
3033,6032,"[0, 80[",*,96483,*,*,*,Not-in-family,*,*,8614,0,60,*,>50K
3034,6033,"[0, 80[",*,286970,*,*,*,Husband,*,*,0,0,40,*,<=50K
3035,6036,"[0, 80[",*,170214,*,*,*,Husband,*,*,0,0,40,*,>50K
3036,6044,"[0, 80[",*,254547,*,*,*,Other-relative,*,*,0,0,30,*,<=50K
3037,6045,"[0, 80[",*,313243,*,*,*,Husband,*,*,0,0,55,*,>50K
3038,6047,"[0, 80[",*,125461,*,*,*,Unmarried,*,*,0,0,40,*,<=50K
3039,6048,"[0, 80[",*,306967,*,*,*,Not-in-family,*,*,0,0,40,*,<=50K
3040,6049,"[0, 80[",*,192976,*,*,*,Husband,*,*,0,0,40,*,<=50K
3041,6054,"[0, 80[",*,83827,*,*,*,Not-in-family,*,*,0,0,24,*,<=50K
3042,6056,"[0, 80[",*,108502,*,*,*,Not-in-family,*,*,0,0,42,*,<=50K
3043,6061,"[0, 80[",*,34572,*,*,*,Husband,*,*,0,0,55,*,<=50K
3044,6062,"[0, 80[",*,43408,*,*,*,Husband,*,*,0,0,40,*,<=50K
3045,6063,"[0, 80[",*,105787,*,*,*,Own-child,*,*,0,0,40,*,<=50K
3046,6064,"[0, 80[",*,90693,*,*,*,Husband,*,*,0,0,70,*,<=50K
3047,6068,"[0, 80[",*,382764,*,*,*,Own-child,*,*,0,0,40,*,<=50K
3048,6069,"[0, 80[",*,259284,*,*,*,Not-in-family,*,*,0,0,50,*,<=50K
3049,6070,"[0, 80[",*,185385,*,*,*,Husband,*,*,0,0,98,*,<=50K
3050,6072,"[0, 80[",*,139145,*,*,*,Not-in-family,*,*,0,0,60,*,<=50K
3051,6075,"[0, 80[",*,133403,*,*,*,Husband,*,*,0,0,55,*,<=50K
3052,6076,"[0, 80[",*,187327,*,*,*,Not-in-family,*,*,0,0,40,*,<=50K
3053,6077,"[0, 80[",*,180032,*,*,*,Not-in-family,*,*,0,0,40,*,<=50K
3054,6083,"[0, 80[",*,60485,*,*,*,Own-child,*,*,0,0,30,*,<=50K
3055,6084,"[0, 80[",*,271276,*,*,*,Husband,*,*,0,0,80,*,>50K
3056,6086,"[0, 80[",*,34574,*,*,*,Husband,*,*,0,0,43,*,<=50K
3057,6088,"[0, 80[",*,105312,*,*,*,Own-child,*,*,0,0,18,*,<=50K
3058,6089,"[0, 80[",*,221396,*,*,*,Husband,*,*,0,0,40,*,<=50K
3059,6091,"[0, 80[",*,319733,*,*,*,Husband,*,*,0,0,40,*,<=50K
3060,6093,"[0, 80[",*,213750,*,*,*,Not-in-family,*,*,0,0,45,*,<=50K
3061,6094,"[0, 80[",*,248384,*,*,*,Unmarried,*,*,0,0,40,*,<=50K
3062,6097,"[0, 80[",*,50223,*,*,*,Husband,*,*,0,0,40,*,<=50K
3063,6098,"[0, 80[",*,117477,*,*,*,Unmarried,*,*,0,0,36,*,<=50K
3064,6100,"[0, 80[",*,118108,*,*,*,Husband,*,*,0,0,40,*,<=50K
3065,6103,"[0, 80[",*,116391,*,*,*,Husband,*,*,0,0,40,*,<=50K
3066,6105,"[0, 80[",*,168475,*,*,*,Husband,*,*,0,0,40,*,>50K
3067,6106,"[0, 80[",*,174386,*,*,*,Unmarried,*,*,0,0,24,*,<=50K
3068,6107,"[0, 80[",*,166744,*,*,*,Own-child,*,*,0,0,38,*,<=50K
3069,6111,"[0, 80[",*,91711,*,*,*,Husband,*,*,0,0,40,*,>50K
3070,6112,"[0, 80[",*,82049,*,*,*,Husband,*,*,0,0,40,*,>50K
3071,6113,"[0, 80[",*,236242,*,*,*,Not-in-family,*,*,0,0,30,*,<=50K
3072,6115,"[0, 80[",*,34080,*,*,*,Husband,*,*,0,0,40,*,>50K
3073,6116,"[0, 80[",*,204816,*,*,*,Husband,*,*,0,0,40,*,>50K
3074,6117,"[0, 80[",*,187124,*,*,*,Husband,*,*,0,0,40,*,<=50K
3075,6118,"[0, 80[",*,72310,*,*,*,Not-in-family,*,*,0,0,70,*,<=50K
3076,6121,"[0, 80[",*,236586,*,*,*,Husband,*,*,7688,0,55,*,>50K
3077,6122,"[0, 80[",*,71792,*,*,*,Own-child,*,*,0,0,40,*,<=50K
3078,6123,"[0, 80[",*,87584,*,*,*,Unmarried,*,*,0,0,40,*,<=50K
3079,6124,"[0, 80[",*,136878,*,*,*,Husband,*,*,0,0,60,*,>50K
3080,6127,"[0, 80[",*,109015,*,*,*,Unmarried,*,*,0,0,40,*,<=50K
3081,6128,"[0, 80[",*,235071,*,*,*,Own-child,*,*,0,0,50,*,<=50K
3082,6132,"[0, 80[",*,45093,*,*,*,Husband,*,*,0,0,70,*,<=50K
3083,6136,"[0, 80[",*,206541,*,*,*,Husband,*,*,0,0,40,*,<=50K
3084,6137,"[0, 80[",*,238415,*,*,*,Husband,*,*,0,0,50,*,>50K
3085,6138,"[0, 80[",*,29810,*,*,*,Not-in-family,*,*,0,0,50,*,<=50K
3086,6139,"[0, 80[",*,108023,*,*,*,Husband,*,*,0,0,40,*,<=50K
3087,6141,"[0, 80[",*,172281,*,*,*,Husband,*,*,0,2051,50,*,<=50K
3088,6144,"[0, 80[",*,562558,*,*,*,Unmarried,*,*,0,0,40,*,<=50K
3089,6145,"[0, 80[",*,79531,*,*,*,Husband,*,*,0,0,45,*,<=50K
3090,6148,"[0, 80[",*,185695,*,*,*,Own-child,*,*,0,0,20,*,<=50K
